# --- cognates & near-cognates ---
GRANCHIO	CRAB	m
APE	BEE	f
FORMICA	ANT	f
RAGNO	SPIDER	m
FARFALLA	BUTTERFLY	f
MOSCA	FLY	f
ZANZARA	MOSQUITO	f
GALLINA	HEN	f
ANATRA	DUCK	f
AQUILA	EAGLE	f
GUFO	OWL	m
PICCIONE	PIGEON	m
CIGNO	SWAN	m
PAPPAGALLO	PARROT	m
PINGUINO	PENGUIN	m
CAMMELLO	CAMEL	m
ASINO	DONKEY	m

# --- nature, weather & time ---
SOLE	SUN	m
LUNA	MOON	f
STELLA	STAR	f
MARE	SEA	m
FIUME	RIVER	m
LAGO	LAKE	m
ALBERO	TREE	m
FIORE	FLOWER	m
CIELO	SKY	m
FUOCO	FIRE	m
TERRA	EARTH	f
VENTO	WIND	m
PIOGGIA	RAIN	f
NEVE	SNOW	f
NEBBIA	FOG	f
GRANDINE	HAIL	f
TEMPORALE	STORM	m
TUONO	THUNDER	m
LAMPO	LIGHTNING	m
ARCOBALENO	RAINBOW	m
NUVOLA	CLOUD	f
ALBA	DAWN	f
TRAMONTO	SUNSET	m
OMBRA	SHADOW	f
FOGLIA	LEAF	f
RADICE	ROOT	f
RAMO	BRANCH	m
ERBA	GRASS	f
SEME	SEED	m
ROSA	ROSE	f
GIRASOLE	SUNFLOWER	m
BOSCO	WOODS	m
COLLINA	HILL	f
ONDA	WAVE	f
GHIACCIO	ICE	m
CENERE	ASH	f
FUMO	SMOKE	m
POLVERE	DUST	f
FANGO	MUD	m
SABBIA	SAND	f
PIETRA	STONE	f
ROCCIA	ROCK	f
ORO	GOLD	m
ARGENTO	SILVER	m
FERRO	IRON	m
RAME	COPPER	m
LEGNO	WOOD	m
ARIA	AIR	f
CALORE	HEAT	m
LUCE	LIGHT	f
BUIO	DARK	m
NOTTE	NIGHT	f
GIORNO	DAY	m
TEMPO	TIME	m
ANNO	YEAR	m
MESE	MONTH	m
SETTIMANA	WEEK	f
OGGI	TODAY	
DOMANI	TOMORROW	
IERI	YESTERDAY	
MATTINA	MORNING	f
POMERIGGIO	AFTERNOON	m
SERA	EVENING	f
MEZZANOTTE	MIDNIGHT	f
MEZZOGIORNO	NOON	m
SECONDO	SECOND	m
ORA	HOUR	f
STAGIONE	SEASON	f
PRIMAVERA	SPRING	f
ESTATE	SUMMER	f
AUTUNNO	AUTUMN	m
INVERNO	WINTER	m
GENNAIO	JANUARY	m
FEBBRAIO	FEBRUARY	m
MARZO	MARCH	m
APRILE	APRIL	m
MAGGIO	MAY	m
GIUGNO	JUNE	m
LUGLIO	JULY	m
AGOSTO	AUGUST	m
SETTEMBRE	SEPTEMBER	m
OTTOBRE	OCTOBER	m
NOVEMBRE	NOVEMBER	m
DICEMBRE	DECEMBER	m
COMPLEANNO	BIRTHDAY	m
NATALE	CHRISTMAS	m
PASQUA	EASTER	f
VACANZA	VACATION	f
DATA	DATE	f
FUTURO	FUTURE	m
PASSATO	PAST	m
PRESENTE	PRESENT	m
SECOLO	CENTURY	m

# --- people & family ---
UOMO	MAN	m
DONNA	WOMAN	f
BAMBINO	CHILD	m
AMICO	FRIEND	m
MADRE	MOTHER	f
PADRE	FATHER	m
FRATELLO	BROTHER	m
SORELLA	SISTER	f
NONNO	GRANDFATHER	m
NONNA	GRANDMOTHER	f
FIGLIO	SON	m
FIGLIA	DAUGHTER	f
MARITO	HUSBAND	m
MOGLIE	WIFE	f
ZIO	UNCLE	m
ZIA	AUNT	f
CUGINO	COUSIN	m
NIPOTE	NEPHEW	m
VICINO	NEIGHBOR	m
OSPITE	GUEST	m
RAGAZZO	BOY	m
RAGAZZA	GIRL	f
SIGNORA	LADY	f
GENTE	PEOPLE	f
POLIZIA	POLICE	f
POMPIERE	FIREFIGHTER	m
INFERMIERA	NURSE	f
MAESTRO	TEACHER	m
CONTADINO	FARMER	m
PESCATORE	FISHERMAN	m
PANETTIERE	BAKER	m
MACELLAIO	BUTCHER	m
CANTANTE	SINGER	m
PITTORE	PAINTER	m
SCRITTORE	WRITER	m
MUSICISTA	MUSICIAN	m
GIOCATORE	PLAYER	m
ARBITRO	REFEREE	m
LADRO	THIEF	m
TESTIMONE	WITNESS	m
COLLEGA	COLLEAGUE	m
CAPO	BOSS	m
STRANIERO	FOREIGNER	m
CITTADINO	CITIZEN	m

# --- body & health ---
TESTA	HEAD	f
OCCHIO	EYE	m
NASO	NOSE	m
BOCCA	MOUTH	f
MANO	HAND	f
PIEDE	FOOT	m
CUORE	HEART	m
CAPELLI	HAIR	m
ORECCHIO	EAR	m
DENTE	TOOTH	m
COLLO	NECK	m
SPALLA	SHOULDER	f
BRACCIO	ARM	m
GOMITO	ELBOW	m
DITO	FINGER	m
UNGHIA	FINGERNAIL	f
GAMBA	LEG	f
GINOCCHIO	KNEE	m
SCHIENA	BACK	f
PANCIA	BELLY	f
STOMACO	STOMACH	m
SANGUE	BLOOD	m
OSSO	BONE	m
PELLE	SKIN	f
CERVELLO	BRAIN	m
POLMONE	LUNG	m
VOCE	VOICE	f
LACRIMA	TEAR	f
SORRISO	SMILE	m
BARBA	BEARD	f
SALUTE	HEALTH	f
MALATTIA	DISEASE	f
FEBBRE	FEVER	f
TOSSE	COUGH	f
DOLORE	PAIN	m
FERITA	WOUND	f
MEDICINA	MEDICINE	f
PILLOLA	PILL	f
MORTE	DEATH	f
NASCITA	BIRTH	f
PAURA	FEAR	f

# --- home & everyday things ---
LIBRO	BOOK	m
PORTA	DOOR	f
FINESTRA	WINDOW	f
TAVOLO	TABLE	m
SEDIA	CHAIR	f
LETTO	BED	m
CUCINA	KITCHEN	f
BAGNO	BATHROOM	m
CHIAVE	KEY	f
SOLDI	MONEY	m
LAVORO	WORK	m
SCUOLA	SCHOOL	f
STRADA	STREET	f
MACCHINA	CAR	f
NAVE	SHIP	f
PONTE	BRIDGE	m
TORRE	TOWER	f
CASTELLO	CASTLE	m
CHIESA	CHURCH	f
PALAZZO	PALACE	m
STATUA	STATUE	f
ALBERGO	HOTEL	m
CAMERA	ROOM	f
VALIGIA	SUITCASE	f
BIGLIETTO	TICKET	m
PASSAPORTO	PASSPORT	m
MAPPA	MAP	f
VIAGGIO	TRIP	m
TURISTA	TOURIST	m
SPIAGGIA	BEACH	f
PISCINA	POOL	f
NEGOZIO	SHOP	m
MERCATO	MARKET	m
PREZZO	PRICE	m
REGALO	GIFT	m
GIORNALE	NEWSPAPER	m
RIVISTA	MAGAZINE	f
BIBLIOTECA	LIBRARY	f
UFFICIO	OFFICE	m
FABBRICA	FACTORY	f
AZIENDA	COMPANY	f
STIPENDIO	SALARY	m
RIUNIONE	MEETING	f
PENNA	PEN	f
MATITA	PENCIL	f
QUADERNO	NOTEBOOK	m
ZAINO	BACKPACK	m
FOGLIO	SHEET	m
CARTA	PAPER	f
PAGINA	PAGE	f
FORBICI	SCISSORS	f
OMBRELLO	UMBRELLA	m
OROLOGIO	CLOCK	m
OCCHIALI	GLASSES	m
ANELLO	RING	m
COLLANA	NECKLACE	f
BORSA	BAG	f
PORTAFOGLIO	WALLET	m
MONETA	COIN	f
TESORO	TREASURE	m
SCARPA	SHOE	f
STIVALE	BOOT	m
CALZINO	SOCK	m
CAMICIA	SHIRT	f
PANTALONI	PANTS	m
VESTITO	DRESS	m
ABITO	SUIT	m
GONNA	SKIRT	f
GIACCA	JACKET	f
CAPPOTTO	COAT	m
CAPPELLO	HAT	m
GUANTO	GLOVE	m
SCIARPA	SCARF	f
CINTURA	BELT	f
BOTTONE	BUTTON	m
TASCA	POCKET	f
SPECCHIO	MIRROR	m
DIVANO	SOFA	m
POLTRONA	ARMCHAIR	f
TAPPETO	CARPET	m
CUSCINO	PILLOW	m
COPERTA	BLANKET	f
SCALA	STAIRS	f
ASCENSORE	ELEVATOR	m
CANTINA	CELLAR	f
SOFFITTO	CEILING	m
PAVIMENTO	FLOOR	m
MURO	WALL	m
CANCELLO	GATE	m
CAMPANA	BELL	f
CANDELA	CANDLE	f
SAPONE	SOAP	m
SPAZZOLA	BRUSH	f
PETTINE	COMB	m
PROFUMO	PERFUME	m
AGO	NEEDLE	m
FILO	THREAD	m
CORDA	ROPE	f
CATENA	CHAIN	f
MARTELLO	HAMMER	m
CHIODO	NAIL	m
SEGA	SAW	f
SCATOLA	BOX	f
CESTINO	BASKET	m
SECCHIO	BUCKET	m
SCOPA	BROOM	f
BANDIERA	FLAG	f
SPADA	SWORD	f
FRECCIA	ARROW	f
SCHERMO	SCREEN	m
TASTIERA	KEYBOARD	f
POSTA	MAIL	f
BUSTA	ENVELOPE	f
FRANCOBOLLO	STAMP	m
PACCO	PACKAGE	m
GIOCO	GAME	m
GIOCATTOLO	TOY	m
BAMBOLA	DOLL	f
PALLA	BALL	f
CALCIO	SOCCER	m
PARTITA	MATCH	f
GARA	RACE	f

# --- colors & qualities ---
ROSSO	RED	
VERDE	GREEN	
GIALLO	YELLOW	
NERO	BLACK	
BIANCO	WHITE	
AZZURRO	BLUE	
MARRONE	BROWN	
GRIGIO	GRAY	
VIOLA	PURPLE	
GRANDE	BIG	
PICCOLO	SMALL	
NUOVO	NEW	
VECCHIO	OLD	
CALDO	HOT	
FREDDO	COLD	
FELICE	HAPPY	
TRISTE	SAD	
VELOCE	FAST	
LENTO	SLOW	
FACILE	EASY	
DIFFICILE	DIFFICULT	
ALTO	TALL	
BASSO	LOW	
LUNGO	LONG	
CORTO	SHORT	
LARGO	WIDE	
STRETTO	NARROW	
PROFONDO	DEEP	
PESANTE	HEAVY	
MORBIDO	SOFT	
DURO	HARD	
LISCIO	SMOOTH	
RUVIDO	ROUGH	
SPORCO	DIRTY	
PIENO	FULL	
VUOTO	EMPTY	
RICCO	RICH	
POVERO	POOR	
GIOVANE	YOUNG	
FORTE	STRONG	
DEBOLE	WEAK	
MALATO	SICK	
SANO	HEALTHY	
STANCO	TIRED	
ARRABBIATO	ANGRY	
GENTILE	KIND	
CATTIVO	BAD	
BUONO	GOOD	
BELLO	BEAUTIFUL	
BRUTTO	UGLY	
GIUSTO	CORRECT	
SBAGLIATO	WRONG	
VERO	TRUE	
FALSO	FALSE	
STESSO	SAME	
DIVERSO	DIFFERENT	
IMPORTANTE	IMPORTANT	
POSSIBILE	POSSIBLE	
SEMPLICE	SIMPLE	
STRANO	STRANGE	
DIVERTENTE	FUNNY	
NOIOSO	BORING	
DOLCE	SWEET	
AMARO	BITTER	
SALATO	SALTY	
ACIDO	SOUR	
CRUDO	RAW	
COTTO	COOKED	
FRESCO	FRESH	
SECCO	DRY	
BAGNATO	WET	
CARO	EXPENSIVE	
ECONOMICO	CHEAP	
LIBERO	FREE	
OCCUPATO	BUSY	
PRONTO	READY	
ULTIMO	LAST	
PRIMO	FIRST	

# --- numbers ---
ZERO	ZERO	
UNO	ONE	
DUE	TWO	
TRE	THREE	
QUATTRO	FOUR	
CINQUE	FIVE	
SEI	SIX	
SETTE	SEVEN	
OTTO	EIGHT	
NOVE	NINE	
DIECI	TEN	
UNDICI	ELEVEN	
DODICI	TWELVE	
VENTI	TWENTY	
TRENTA	THIRTY	
QUARANTA	FORTY	
CINQUANTA	FIFTY	
CENTO	HUNDRED	
MILLE	THOUSAND	
MILIONE	MILLION	m

# --- essential verbs ---
MANGIARE	EAT	
BERE	DRINK	
DORMIRE	SLEEP	
PARLARE	SPEAK	
LEGGERE	READ	
SCRIVERE	WRITE	
ANDARE	GO	
VENIRE	COME	
VEDERE	SEE	
SENTIRE	HEAR	
APRIRE	OPEN	
CHIUDERE	CLOSE	
COMPRARE	BUY	
VENDERE	SELL	
PAGARE	PAY	
GIOCARE	PLAY	
CANTARE	SING	
BALLARE	DANCE	
CORRERE	RUN	
CAMMINARE	WALK	
VOLARE	FLY	
NUOTARE	SWIM	
CUCINARE	COOK	
PENSARE	THINK	
SAPERE	KNOW	
CAPIRE	UNDERSTAND	
TROVARE	FIND	
CERCARE	SEARCH	
ASPETTARE	WAIT	
AIUTARE	HELP	
AMARE	LOVE	
ODIARE	HATE	
RIDERE	LAUGH	
PIANGERE	CRY	
SOGNARE	DREAM	
VIVERE	LIVE	
MORIRE	DIE	
DARE	GIVE	
PRENDERE	TAKE	
PORTARE	BRING	
METTERE	PUT	
FARE	DO	
DIRE	SAY	
CHIAMARE	CALL	
RISPONDERE	ANSWER	
CHIEDERE	ASK	
IMPARARE	LEARN	
INSEGNARE	TEACH	
VIAGGIARE	TRAVEL	
GUIDARE	DRIVE	
SALIRE	CLIMB	
ENTRARE	ENTER	
USCIRE	EXIT	
PARTIRE	LEAVE	
ARRIVARE	ARRIVE	
TORNARE	RETURN	
RESTARE	STAY	
CADERE	FALL	
TIRARE	PULL	
SPINGERE	PUSH	
ROMPERE	BREAK	
TAGLIARE	CUT	
LAVARE	WASH	
PULIRE	CLEAN	
ASCOLTARE	LISTEN	
GUARDARE	WATCH	
TOCCARE	TOUCH	
CREDERE	BELIEVE	
PROVARE	TRY	
VINCERE	WIN	
PERDERE	LOSE	
CRESCERE	GROW	
CAMBIARE	CHANGE	
MOSTRARE	SHOW	
NASCONDERE	HIDE	
RICORDARE	REMEMBER	
DIMENTICARE	FORGET	
SCEGLIERE	CHOOSE	
SEGUIRE	FOLLOW	
MANDARE	SEND	
RICEVERE	RECEIVE	
COSTRUIRE	BUILD	
RIPARARE	REPAIR	
DIPINGERE	PAINT	
SALTARE	JUMP	
SPOSARE	MARRY	
PREGARE	PRAY	
BRUCIARE	BURN	
CONTARE	COUNT	
MISURARE	MEASURE	
PESARE	WEIGH	
SPIEGARE	EXPLAIN	
PROMETTERE	PROMISE	
GRIDARE	SHOUT	
RESPIRARE	BREATHE	
MUOVERE	MOVE	
FERMARE	STOP	
CONTINUARE	CONTINUE	
FINIRE	FINISH	
COMINCIARE	BEGIN	
DIVENTARE	BECOME	
SEMBRARE	SEEM	
SERVIRE	SERVE	
OFFRIRE	OFFER	
INVITARE	INVITE	
VISITARE	VISIT	
INCONTRARE	MEET	
SALUTARE	GREET	
RINGRAZIARE	THANK	
PERDONARE	FORGIVE	
PERMETTERE	ALLOW	
DECIDERE	DECIDE	
SPERARE	HOPE	
DESIDERARE	WISH	
PREFERIRE	PREFER	
USARE	USE	
ACCETTARE	ACCEPT	
RIFIUTARE	REFUSE	
DISCUTERE	DISCUSS	
LITIGARE	ARGUE	
SCHERZARE	JOKE	
SORRIDERE	SMILE	

# --- abstract essentials ---
AMORE	LOVE	m
PACE	PEACE	f
VITA	LIFE	f
MONDO	WORLD	m
PAESE	COUNTRY	m
LINGUA	LANGUAGE	f
PAROLA	WORD	f
NOME	NAME	m
COGNOME	SURNAME	m
DOMANDA	QUESTION	f
RISPOSTA	ANSWER	f
STORIA	STORY	f
BUGIA	LIE	f
COLPA	FAULT	f
LEGGE	LAW	f
REGOLA	RULE	f
DIRITTO	RIGHT	m
DOVERE	DUTY	m
PERICOLO	DANGER	m
SICUREZZA	SAFETY	f
INIZIO	START	m
FINE	END	f
BORDO	EDGE	m
ANGOLO	CORNER	m
LATO	SIDE	m
FRONTE	FRONT	m
CIMA	TOP	f
FONDO	BOTTOM	m
ALTEZZA	HEIGHT	f
LARGHEZZA	WIDTH	f
LUNGHEZZA	LENGTH	f
PESO	WEIGHT	m
MEZZO	HALF	m
DOPPIO	DOUBLE	m
PAIO	PAIR	m
FOLLA	CROWD	f
SUONO	SOUND	m
RUMORE	NOISE	m
SILENZIO	SILENCE	m
ODORE	SMELL	m
VISTA	VIEW	f
AMICIZIA	FRIENDSHIP	f
MATRIMONIO	WEDDING	m
BACIO	KISS	m
ABBRACCIO	HUG	m
PENSIERO	THOUGHT	m
MENTE	MIND	f
ANIMA	SOUL	f
SIGNIFICATO	MEANING	m
FRASE	SENTENCE	f
NOTIZIA	NEWS	f
CONFINE	BORDER	m
USCITA	EXIT	f
FERMATA	STOP	f
PARTENZA	DEPARTURE	f
RITORNO	RETURN	m
SPENDERE	SPEND	
GUADAGNARE	EARN	
RISPARMIARE	SAVE	
PRESTARE	LEND	
ASCIUGARE	DRY	
DISTRUGGERE	DESTROY	
DISEGNARE	DRAW	
RACCONTARE	TELL	
BACIARE	KISS	
RIUSCIRE	SUCCEED	
LANCIARE	THROW	
COLPIRE	HIT	
PIEGARE	FOLD	
GIRARE	TURN	
GUARIRE	HEAL	
NASCERE	BORN	
DUBITARE	DOUBT	
MENTIRE	LIE	
RUBARE	STEAL	
PROTEGGERE	PROTECT	
DIFENDERE	DEFEND	
ATTACCARE	ATTACK	
COMBATTERE	FIGHT	
UCCIDERE	KILL	
SALVARE	RESCUE	
CACCIARE	HUNT	
PESCARE	FISH	
PIANTARE	PLANT	
RACCOGLIERE	GATHER	
VERSARE	POUR	
RIEMPIRE	FILL	
SVUOTARE	EMPTY	
MESCOLARE	MIX	
FRIGGERE	FRY	
BOLLIRE	BOIL	
CONGELARE	FREEZE	
SCALDARE	HEAT	
ACCENDERE	IGNITE	
SPEGNERE	EXTINGUISH	
GELARE	CHILL	
PIOVERE	RAIN	
NEVICARE	SNOW	
SOFFIARE	BLOW	
TREMARE	TREMBLE	
BRILLARE	SHINE	
SPLENDERE	GLOW	
SVEGLIO	AWAKE	
PULITO	CLEAN	
ASCIUTTO	DRY	
LEGGERO	LIGHT	
GROSSO	BIG	
PICCANTE	SPICY	
MATURO	RIPE	
PERICOLOSO	DANGEROUS	
SICURO	SAFE	
UTILE	USEFUL	
INUTILE	USELESS	
NORMALE	NORMAL	
COMPLICATO	COMPLICATED	
CHIARO	CLEAR	
SCURO	DARK	
LUMINOSO	BRIGHT	
RUMOROSO	NOISY	
SILENZIOSO	QUIET	
ONESTO	HONEST	
CORAGGIOSO	BRAVE	
TIMIDO	SHY	
ORGOGLIOSO	PROUD	
GELOSO	JEALOUS	
CURIOSO	CURIOUS	
PIGRO	LAZY	
GENEROSO	GENEROUS	
EGOISTA	SELFISH	
ALLEGRO	CHEERFUL	
SPAVENTATO	SCARED	
STUPITO	AMAZED	
ANNOIATO	BORED	
NERVOSO	NERVOUS	
CALMO	CALM	
STUPIDO	STUPID	
INTELLIGENTE	SMART	
BRAVO	GOOD	
STANCHEZZA	TIREDNESS	f
DEBOLEZZA	WEAKNESS	f
BELLEZZA	BEAUTY	f
GENTILEZZA	KINDNESS	f
TRISTEZZA	SADNESS	f
RICCHEZZA	WEALTH	f
SAGGEZZA	WISDOM	f
GIUSTIZIA	JUSTICE	f
CORAGGIO	COURAGE	m
RABBIA	ANGER	f
GIOIA	JOY	f
NOIA	BOREDOM	f
SORPRESA	SURPRISE	f
VERGOGNA	SHAME	f
INVIDIA	ENVY	f
ORGOGLIO	PRIDE	m
LABBRO	LIP	m
MENTO	CHIN	m
GUANCIA	CHEEK	f
POLSO	WRIST	m
PETTO	CHEST	m
CAVIGLIA	ANKLE	f
TALLONE	HEEL	m
FEGATO	LIVER	m
MUSCOLO	MUSCLE	m
TETTO	ROOF	m
STANZA	ROOM	f
ARMADIO	WARDROBE	m
CASSETTO	DRAWER	m
SCAFFALE	SHELF	m
TENDA	CURTAIN	f
ASCIUGAMANO	TOWEL	m
RASOIO	RAZOR	m
SERRATURA	LOCK	f
SPUGNA	SPONGE	f
MAGLIA	SWEATER	f
CALZE	SOCKS	f
CRAVATTA	TIE	f
BRACCIALETTO	BRACELET	m
INFERMIERE	NURSE	m
INGEGNERE	ENGINEER	m
ARCHITETTO	ARCHITECT	m
CACCIATORE	HUNTER	m
FALEGNAME	CARPENTER	m
IDRAULICO	PLUMBER	m
MECCANICO	MECHANIC	m
SARTO	TAILOR	m
FORNAIO	BAKER	m
FARMACISTA	PHARMACIST	m
DENTISTA	DENTIST	m
POLIZIOTTO	POLICEMAN	m
PILOTA	PILOT	m
MARINAIO	SAILOR	m
POSTINO	POSTMAN	m
GIORNALISTA	JOURNALIST	m
FOTOGRAFO	PHOTOGRAPHER	m
PARRUCCHIERE	HAIRDRESSER	m
COMMESSO	CLERK	m
DIRETTORE	DIRECTOR	m
PRESIDENTE	PRESIDENT	m
SINDACO	MAYOR	m
OPERAIO	WORKER	m
IMPIEGATO	EMPLOYEE	m
BALLERINO	DANCER	m
CONTABILE	ACCOUNTANT	m
FONTANA	FOUNTAIN	f
PIANO	FLOOR	m
GARAGE	GARAGE	m
CORTILE	COURTYARD	m
RECINTO	FENCE	m
CAMINO	CHIMNEY	m
BALCONE	BALCONY	m
TERRAZZA	TERRACE	f
GOMMA	ERASER	f
RIGHELLO	RULER	m
BANCO	DESK	m
LAVAGNA	BLACKBOARD	f
GESSO	CHALK	m
DIZIONARIO	DICTIONARY	m
GRAMMATICA	GRAMMAR	f
COMPITO	HOMEWORK	m
VOTO	GRADE	m
DIPLOMA	DIPLOMA	f
LAUREA	DEGREE	f
AULA	CLASSROOM	f
PALESTRA	GYM	f
COMPUTER	COMPUTER	m
STAMPANTE	PRINTER	f
CAVO	CABLE	m
SCHEDA	CARD	f
BATTERIA	BATTERY	f
RETE	NETWORK	f
SITO	SITE	m
CAMION	TRUCK	m
MOTO	MOTORCYCLE	f
BARCA	BOAT	f
AEREO	AIRPLANE	m
ELICOTTERO	HELICOPTER	m
RAZZO	ROCKET	m
METROPOLITANA	SUBWAY	f
RUOTA	WHEEL	f
FRENO	BRAKE	m
TARGA	PLATE	f
BINARIO	TRACK	m
BAGAGLIO	LUGGAGE	m
DOGANA	CUSTOMS	f
VITE	SCREW	f
CACCIAVITE	SCREWDRIVER	m
TRAPANO	DRILL	m
PINZA	PLIERS	f
ASCIA	AXE	f
PALA	SHOVEL	f
RASTRELLO	RAKE	m
NASTRO	TAPE	m
COLLA	GLUE	f
MATTONE	BRICK	m
CEMENTO	CEMENT	m
VERNICE	PAINT	f
PENNELLO	BRUSH	m
LIMA	FILE	f
BULLONE	BOLT	m
MOLLA	SPRING	f
TUBO	PIPE	m
POMPA	PUMP	f
MOTORINO	SCOOTER	m
CARRELLO	CART	m
SLITTA	SLED	f
